,Datetime,Measurement
2025-08-09 07:40:00,2025-08-09 07:40:00,115.62992125996739
2025-08-09 07:45:00,2025-08-09 07:45:00,115.62992125996739
2025-08-09 07:50:00,2025-08-09 07:50:00,115.66929133870761
2025-08-09 07:55:00,2025-08-09 07:55:00,115.5905511812272
2025-08-09 08:00:00,2025-08-09 08:00:00,115.551181102487
2025-08-09 08:05:00,2025-08-09 08:05:00,115.551181102487
2025-08-09 08:10:00,2025-08-09 08:10:00,115.5905511812272
2025-08-09 08:15:00,2025-08-09 08:15:00,115.5905511812272
2025-08-09 08:20:00,2025-08-09 08:20:00,115.551181102487
2025-08-09 08:25:00,2025-08-09 08:25:00,115.5118110237468
2025-08-09 08:30:00,2025-08-09 08:30:00,115.5118110237468
2025-08-09 08:35:00,2025-08-09 08:35:00,115.4724409450066
2025-08-09 08:40:00,2025-08-09 08:40:00,115.551181102487
2025-08-09 08:45:00,2025-08-09 08:45:00,115.5118110237468
2025-08-09 08:50:00,2025-08-09 08:50:00,115.4724409450066
2025-08-09 08:55:00,2025-08-09 08:55:00,115.4330708662664
2025-08-09 09:00:00,2025-08-09 09:00:00,115.2755905513056
2025-08-09 09:05:00,2025-08-09 09:05:00,115.31496063004579
2025-08-09 09:10:00,2025-08-09 09:10:00,115.4330708662664
2025-08-09 09:15:00,2025-08-09 09:15:00,115.35433070878601
2025-08-09 09:20:00,2025-08-09 09:20:00,115.31496063004579
2025-08-09 09:25:00,2025-08-09 09:25:00,115.2755905513056
2025-08-09 09:30:00,2025-08-09 09:30:00,115.31496063004579
2025-08-09 09:35:00,2025-08-09 09:35:00,115.31496063004579
2025-08-09 09:40:00,2025-08-09 09:40:00,115.3937007875262
2025-08-09 09:45:00,2025-08-09 09:45:00,115.35433070878601
2025-08-09 09:50:00,2025-08-09 09:50:00,115.35433070878601
2025-08-09 09:55:00,2025-08-09 09:55:00,115.35433070878601
2025-08-09 10:00:00,2025-08-09 10:00:00,115.3937007875262
2025-08-09 10:05:00,2025-08-09 10:05:00,115.4330708662664
2025-08-09 10:10:00,2025-08-09 10:10:00,115.4330708662664
2025-08-09 10:15:00,2025-08-09 10:15:00,115.5905511812272
2025-08-09 10:20:00,2025-08-09 10:20:00,115.4724409450066
2025-08-09 10:25:00,2025-08-09 10:25:00,115.4330708662664
2025-08-09 10:30:00,2025-08-09 10:30:00,115.62992125996739
2025-08-09 10:35:00,2025-08-09 10:35:00,115.7874015749282
2025-08-09 10:40:00,2025-08-09 10:40:00,115.7086614174478
2025-08-09 10:45:00,2025-08-09 10:45:00,115.5905511812272
2025-08-09 10:50:00,2025-08-09 10:50:00,115.748031496188
2025-08-09 10:55:00,2025-08-09 10:55:00,115.7086614174478
2025-08-09 11:00:00,2025-08-09 11:00:00,115.748031496188
2025-08-09 11:05:00,2025-08-09 11:05:00,115.8267716536684
2025-08-09 11:10:00,2025-08-09 11:10:00,115.7874015749282
2025-08-09 11:15:00,2025-08-09 11:15:00,115.7874015749282
2025-08-09 11:20:00,2025-08-09 11:20:00,115.8267716536684
2025-08-09 11:25:00,2025-08-09 11:25:00,115.7874015749282
2025-08-09 11:30:00,2025-08-09 11:30:00,115.8267716536684
2025-08-09 11:35:00,2025-08-09 11:35:00,115.748031496188
2025-08-09 11:40:00,2025-08-09 11:40:00,115.86614173240861
2025-08-09 11:45:00,2025-08-09 11:45:00,115.9055118111488
2025-08-09 11:50:00,2025-08-09 11:50:00,115.9055118111488
2025-08-09 11:55:00,2025-08-09 11:55:00,115.98425196862921
2025-08-09 12:00:00,2025-08-09 12:00:00,116.0629921261096
2025-08-09 12:05:00,2025-08-09 12:05:00,116.14173228359
2025-08-09 12:10:00,2025-08-09 12:10:00,116.1023622048498
2025-08-09 12:15:00,2025-08-09 12:15:00,115.98425196862921
2025-08-09 12:20:00,2025-08-09 12:20:00,116.2204724410704
2025-08-09 12:25:00,2025-08-09 12:25:00,116.2204724410704
2025-08-09 12:30:00,2025-08-09 12:30:00,116.29921259855081
2025-08-09 12:35:00,2025-08-09 12:35:00,116.338582677291
2025-08-09 12:40:00,2025-08-09 12:40:00,116.25984251981059
2025-08-09 12:45:00,2025-08-09 12:45:00,116.338582677291
2025-08-09 12:50:00,2025-08-09 12:50:00,116.3779527560312
2025-08-09 12:55:00,2025-08-09 12:55:00,116.29921259855081
2025-08-09 13:00:00,2025-08-09 13:00:00,116.338582677291
2025-08-09 13:05:00,2025-08-09 13:05:00,116.29921259855081
2025-08-09 13:10:00,2025-08-09 13:10:00,116.338582677291
2025-08-09 13:15:00,2025-08-09 13:15:00,116.29921259855081
2025-08-09 13:20:00,2025-08-09 13:20:00,116.25984251981059
2025-08-09 13:25:00,2025-08-09 13:25:00,116.2204724410704
2025-08-09 13:30:00,2025-08-09 13:30:00,116.29921259855081
2025-08-09 13:35:00,2025-08-09 13:35:00,116.2204724410704
2025-08-09 13:40:00,2025-08-09 13:40:00,116.29921259855081
2025-08-09 13:45:00,2025-08-09 13:45:00,116.29921259855081
2025-08-09 13:50:00,2025-08-09 13:50:00,116.18110236233021
2025-08-09 13:55:00,2025-08-09 13:55:00,116.18110236233021
2025-08-09 14:00:00,2025-08-09 14:00:00,116.1023622048498
2025-08-09 14:05:00,2025-08-09 14:05:00,116.1023622048498
2025-08-09 14:10:00,2025-08-09 14:10:00,116.18110236233021
2025-08-09 14:15:00,2025-08-09 14:15:00,116.14173228359
2025-08-09 14:20:00,2025-08-09 14:20:00,116.1023622048498
2025-08-09 14:25:00,2025-08-09 14:25:00,116.0629921261096
2025-08-09 14:30:00,2025-08-09 14:30:00,116.1023622048498
2025-08-09 14:35:00,2025-08-09 14:35:00,116.25984251981059
2025-08-09 14:40:00,2025-08-09 14:40:00,116.25984251981059
2025-08-09 14:45:00,2025-08-09 14:45:00,116.338582677291
2025-08-09 14:50:00,2025-08-09 14:50:00,116.25984251981059
2025-08-09 14:55:00,2025-08-09 14:55:00,116.3779527560312
2025-08-09 15:00:00,2025-08-09 15:00:00,116.3779527560312
2025-08-09 15:05:00,2025-08-09 15:05:00,116.4173228347714
2025-08-09 15:10:00,2025-08-09 15:10:00,116.4173228347714
2025-08-09 15:15:00,2025-08-09 15:15:00,116.535433070992
2025-08-09 15:20:00,2025-08-09 15:20:00,116.6535433072126
2025-08-09 15:25:00,2025-08-09 15:25:00,116.6929133859528
2025-08-09 15:30:00,2025-08-09 15:30:00,116.7716535434332
2025-08-09 15:35:00,2025-08-09 15:35:00,116.6929133859528
2025-08-09 15:40:00,2025-08-09 15:40:00,116.6535433072126
2025-08-09 15:45:00,2025-08-09 15:45:00,116.61417322847241
2025-08-09 15:50:00,2025-08-09 15:50:00,116.57480314973219
2025-08-09 15:55:00,2025-08-09 15:55:00,116.4566929135116
2025-08-09 16:00:00,2025-08-09 16:00:00,116.4173228347714
2025-08-09 16:05:00,2025-08-09 16:05:00,116.4173228347714
2025-08-09 16:10:00,2025-08-09 16:10:00,116.4566929135116
2025-08-09 16:15:00,2025-08-09 16:15:00,116.338582677291
2025-08-09 16:20:00,2025-08-09 16:20:00,116.29921259855081
2025-08-09 16:25:00,2025-08-09 16:25:00,116.3779527560312
2025-08-09 16:30:00,2025-08-09 16:30:00,116.25984251981059
2025-08-09 16:35:00,2025-08-09 16:35:00,116.29921259855081
2025-08-09 16:40:00,2025-08-09 16:40:00,116.29921259855081
2025-08-09 16:45:00,2025-08-09 16:45:00,116.25984251981059
2025-08-09 16:50:00,2025-08-09 16:50:00,116.3779527560312
2025-08-09 16:55:00,2025-08-09 16:55:00,116.29921259855081
2025-08-09 17:00:00,2025-08-09 17:00:00,116.25984251981059
2025-08-09 17:05:00,2025-08-09 17:05:00,116.29921259855081
2025-08-09 17:10:00,2025-08-09 17:10:00,116.338582677291
2025-08-09 17:15:00,2025-08-09 17:15:00,116.338582677291
2025-08-09 17:20:00,2025-08-09 17:20:00,116.25984251981059
2025-08-09 17:25:00,2025-08-09 17:25:00,116.29921259855081
2025-08-09 17:30:00,2025-08-09 17:30:00,116.4566929135116
2025-08-09 17:35:00,2025-08-09 17:35:00,116.3779527560312
2025-08-09 17:40:00,2025-08-09 17:40:00,116.4173228347714
2025-08-09 17:45:00,2025-08-09 17:45:00,116.535433070992
2025-08-09 17:50:00,2025-08-09 17:50:00,116.61417322847241
2025-08-09 17:55:00,2025-08-09 17:55:00,116.61417322847241
2025-08-09 18:00:00,2025-08-09 18:00:00,116.57480314973219
2025-08-09 18:05:00,2025-08-09 18:05:00,116.61417322847241
2025-08-09 18:10:00,2025-08-09 18:10:00,116.61417322847241
2025-08-09 18:15:00,2025-08-09 18:15:00,116.6535433072126
2025-08-09 18:20:00,2025-08-09 18:20:00,116.535433070992
2025-08-09 18:25:00,2025-08-09 18:25:00,116.57480314973219
2025-08-09 18:30:00,2025-08-09 18:30:00,116.6535433072126
2025-08-09 18:35:00,2025-08-09 18:35:00,116.6535433072126
2025-08-09 18:40:00,2025-08-09 18:40:00,116.57480314973219
2025-08-09 18:45:00,2025-08-09 18:45:00,116.57480314973219
2025-08-09 18:50:00,2025-08-09 18:50:00,116.6929133859528
2025-08-09 18:55:00,2025-08-09 18:55:00,116.732283464693
2025-08-09 19:00:00,2025-08-09 19:00:00,116.6929133859528
2025-08-09 19:05:00,2025-08-09 19:05:00,116.732283464693
2025-08-09 19:10:00,2025-08-09 19:10:00,116.6535433072126
2025-08-09 19:15:00,2025-08-09 19:15:00,116.7716535434332
2025-08-09 19:20:00,2025-08-09 19:20:00,116.732283464693
2025-08-09 19:25:00,2025-08-09 19:25:00,116.7716535434332
2025-08-09 19:30:00,2025-08-09 19:30:00,116.81102362217341
2025-08-09 19:35:00,2025-08-09 19:35:00,116.81102362217341
2025-08-09 19:40:00,2025-08-09 19:40:00,116.6929133859528
2025-08-09 19:45:00,2025-08-09 19:45:00,116.732283464693
2025-08-09 19:50:00,2025-08-09 19:50:00,116.57480314973219
2025-08-09 19:55:00,2025-08-09 19:55:00,116.535433070992
2025-08-09 20:00:00,2025-08-09 20:00:00,116.49606299225181
2025-08-09 20:05:00,2025-08-09 20:05:00,116.535433070992
2025-08-09 20:10:00,2025-08-09 20:10:00,116.6535433072126
2025-08-09 20:15:00,2025-08-09 20:15:00,116.535433070992
2025-08-09 20:20:00,2025-08-09 20:20:00,116.61417322847241
2025-08-09 20:25:00,2025-08-09 20:25:00,116.61417322847241
2025-08-09 20:30:00,2025-08-09 20:30:00,116.732283464693
2025-08-09 20:35:00,2025-08-09 20:35:00,116.6535433072126
2025-08-09 20:40:00,2025-08-09 20:40:00,116.61417322847241
2025-08-09 20:45:00,2025-08-09 20:45:00,116.57480314973219
2025-08-09 20:50:00,2025-08-09 20:50:00,116.7716535434332
2025-08-09 20:55:00,2025-08-09 20:55:00,116.81102362217341
2025-08-09 21:00:00,2025-08-09 21:00:00,116.732283464693
2025-08-09 21:05:00,2025-08-09 21:05:00,116.81102362217341
2025-08-09 21:10:00,2025-08-09 21:10:00,116.81102362217341
2025-08-09 21:15:00,2025-08-09 21:15:00,116.8503937009136
2025-08-09 21:20:00,2025-08-09 21:20:00,116.81102362217341
2025-08-09 21:25:00,2025-08-09 21:25:00,116.732283464693
2025-08-09 21:30:00,2025-08-09 21:30:00,116.8503937009136
2025-08-09 21:35:00,2025-08-09 21:35:00,116.88976377965379
2025-08-09 21:40:00,2025-08-09 21:40:00,116.88976377965379
2025-08-09 21:45:00,2025-08-09 21:45:00,116.9685039371342
2025-08-09 21:50:00,2025-08-09 21:50:00,117.0078740158744
2025-08-09 21:55:00,2025-08-09 21:55:00,116.9685039371342
2025-08-09 22:00:00,2025-08-09 22:00:00,117.0472440946146
2025-08-09 22:05:00,2025-08-09 22:05:00,116.92913385839401
2025-08-09 22:10:00,2025-08-09 22:10:00,116.9685039371342
2025-08-09 22:15:00,2025-08-09 22:15:00,116.92913385839401
2025-08-09 22:20:00,2025-08-09 22:20:00,116.81102362217341
2025-08-09 22:25:00,2025-08-09 22:25:00,116.732283464693
2025-08-09 22:30:00,2025-08-09 22:30:00,116.732283464693
2025-08-09 22:35:00,2025-08-09 22:35:00,116.81102362217341
2025-08-09 22:40:00,2025-08-09 22:40:00,116.7716535434332
2025-08-09 22:45:00,2025-08-09 22:45:00,116.6929133859528
2025-08-09 22:50:00,2025-08-09 22:50:00,116.6929133859528
2025-08-09 22:55:00,2025-08-09 22:55:00,116.6929133859528
2025-08-09 23:00:00,2025-08-09 23:00:00,116.61417322847241
2025-08-09 23:05:00,2025-08-09 23:05:00,116.57480314973219
2025-08-09 23:10:00,2025-08-09 23:10:00,116.4566929135116
2025-08-09 23:15:00,2025-08-09 23:15:00,116.535433070992
2025-08-09 23:20:00,2025-08-09 23:20:00,116.49606299225181
2025-08-09 23:25:00,2025-08-09 23:25:00,116.4566929135116
2025-08-09 23:30:00,2025-08-09 23:30:00,116.3779527560312
2025-08-09 23:35:00,2025-08-09 23:35:00,116.25984251981059
2025-08-09 23:40:00,2025-08-09 23:40:00,116.338582677291
2025-08-09 23:45:00,2025-08-09 23:45:00,116.338582677291
2025-08-09 23:50:00,2025-08-09 23:50:00,116.29921259855081
2025-08-09 23:55:00,2025-08-09 23:55:00,116.25984251981059
2025-08-10 00:00:00,2025-08-10 00:00:00,116.25984251981059
2025-08-10 00:05:00,2025-08-10 00:05:00,116.18110236233021
2025-08-10 00:10:00,2025-08-10 00:10:00,116.2204724410704
2025-08-10 00:15:00,2025-08-10 00:15:00,116.25984251981059
2025-08-10 00:20:00,2025-08-10 00:20:00,116.18110236233021
2025-08-10 00:25:00,2025-08-10 00:25:00,116.2204724410704
2025-08-10 00:30:00,2025-08-10 00:30:00,116.18110236233021
2025-08-10 00:35:00,2025-08-10 00:35:00,116.14173228359
2025-08-10 00:40:00,2025-08-10 00:40:00,116.18110236233021
2025-08-10 00:45:00,2025-08-10 00:45:00,116.25984251981059
2025-08-10 00:50:00,2025-08-10 00:50:00,116.2204724410704
2025-08-10 00:55:00,2025-08-10 00:55:00,116.14173228359
2025-08-10 01:00:00,2025-08-10 01:00:00,116.18110236233021
2025-08-10 01:05:00,2025-08-10 01:05:00,116.2204724410704
2025-08-10 01:10:00,2025-08-10 01:10:00,116.0629921261096
2025-08-10 01:15:00,2025-08-10 01:15:00,116.0629921261096
2025-08-10 01:20:00,2025-08-10 01:20:00,116.0629921261096
2025-08-10 01:25:00,2025-08-10 01:25:00,116.0236220473694
2025-08-10 01:30:00,2025-08-10 01:30:00,115.98425196862921
2025-08-10 01:35:00,2025-08-10 01:35:00,115.94488188988899
2025-08-10 01:40:00,2025-08-10 01:40:00,115.94488188988899
2025-08-10 01:45:00,2025-08-10 01:45:00,115.94488188988899
2025-08-10 01:50:00,2025-08-10 01:50:00,115.8267716536684
2025-08-10 01:55:00,2025-08-10 01:55:00,115.8267716536684
2025-08-10 02:00:00,2025-08-10 02:00:00,115.7874015749282
2025-08-10 02:05:00,2025-08-10 02:05:00,115.7874015749282
2025-08-10 02:10:00,2025-08-10 02:10:00,115.7086614174478
2025-08-10 02:15:00,2025-08-10 02:15:00,115.8267716536684
2025-08-10 02:20:00,2025-08-10 02:20:00,115.7086614174478
2025-08-10 02:25:00,2025-08-10 02:25:00,115.66929133870761
2025-08-10 02:30:00,2025-08-10 02:30:00,115.62992125996739
2025-08-10 02:35:00,2025-08-10 02:35:00,115.62992125996739
2025-08-10 02:40:00,2025-08-10 02:40:00,115.62992125996739
2025-08-10 02:45:00,2025-08-10 02:45:00,115.62992125996739
2025-08-10 02:50:00,2025-08-10 02:50:00,115.66929133870761
2025-08-10 02:55:00,2025-08-10 02:55:00,115.551181102487
2025-08-10 03:00:00,2025-08-10 03:00:00,115.62992125996739
2025-08-10 03:05:00,2025-08-10 03:05:00,115.66929133870761
2025-08-10 03:10:00,2025-08-10 03:10:00,115.748031496188
2025-08-10 03:15:00,2025-08-10 03:15:00,115.66929133870761
2025-08-10 03:20:00,2025-08-10 03:20:00,115.7874015749282
2025-08-10 03:25:00,2025-08-10 03:25:00,115.9055118111488
2025-08-10 03:30:00,2025-08-10 03:30:00,115.94488188988899
2025-08-10 03:35:00,2025-08-10 03:35:00,115.98425196862921
2025-08-10 03:40:00,2025-08-10 03:40:00,115.94488188988899
2025-08-10 03:45:00,2025-08-10 03:45:00,116.0629921261096
2025-08-10 03:50:00,2025-08-10 03:50:00,116.1023622048498
2025-08-10 03:55:00,2025-08-10 03:55:00,116.2204724410704
2025-08-10 04:00:00,2025-08-10 04:00:00,116.2204724410704
2025-08-10 04:05:00,2025-08-10 04:05:00,116.14173228359
2025-08-10 04:10:00,2025-08-10 04:10:00,116.18110236233021
2025-08-10 04:15:00,2025-08-10 04:15:00,116.2204724410704
2025-08-10 04:20:00,2025-08-10 04:20:00,116.3779527560312
2025-08-10 04:25:00,2025-08-10 04:25:00,116.49606299225181
2025-08-10 04:30:00,2025-08-10 04:30:00,116.49606299225181
2025-08-10 04:35:00,2025-08-10 04:35:00,116.6535433072126
2025-08-10 04:40:00,2025-08-10 04:40:00,116.7716535434332
2025-08-10 04:45:00,2025-08-10 04:45:00,116.9685039371342
2025-08-10 04:50:00,2025-08-10 04:50:00,117.0866141733548
2025-08-10 04:55:00,2025-08-10 04:55:00,117.2834645670558
2025-08-10 05:00:00,2025-08-10 05:00:00,117.4015748032764
2025-08-10 05:05:00,2025-08-10 05:05:00,117.55905511823721
2025-08-10 05:10:00,2025-08-10 05:10:00,117.5984251969774
2025-08-10 05:15:00,2025-08-10 05:15:00,117.716535433198
2025-08-10 05:20:00,2025-08-10 05:20:00,117.75590551193821
2025-08-10 05:25:00,2025-08-10 05:25:00,117.7952755906784
2025-08-10 05:30:00,2025-08-10 05:30:00,117.75590551193821
2025-08-10 05:35:00,2025-08-10 05:35:00,117.75590551193821
2025-08-10 05:40:00,2025-08-10 05:40:00,117.7952755906784
2025-08-10 05:45:00,2025-08-10 05:45:00,117.75590551193821
2025-08-10 05:50:00,2025-08-10 05:50:00,117.7952755906784
2025-08-10 05:55:00,2025-08-10 05:55:00,117.716535433198
2025-08-10 06:00:00,2025-08-10 06:00:00,117.75590551193821
2025-08-10 06:05:00,2025-08-10 06:05:00,117.5984251969774
2025-08-10 06:10:00,2025-08-10 06:10:00,117.5984251969774
2025-08-10 06:15:00,2025-08-10 06:15:00,117.5984251969774
2025-08-10 06:20:00,2025-08-10 06:20:00,117.5984251969774
2025-08-10 06:25:00,2025-08-10 06:25:00,117.55905511823721
2025-08-10 06:30:00,2025-08-10 06:30:00,117.4803149607568
2025-08-10 06:35:00,2025-08-10 06:35:00,117.55905511823721
2025-08-10 06:40:00,2025-08-10 06:40:00,117.44094488201661
2025-08-10 06:45:00,2025-08-10 06:45:00,117.3622047245362
2025-08-10 06:50:00,2025-08-10 06:50:00,117.2834645670558
2025-08-10 06:55:00,2025-08-10 06:55:00,117.2834645670558
2025-08-10 07:00:00,2025-08-10 07:00:00,117.32283464579601
2025-08-10 07:05:00,2025-08-10 07:05:00,117.32283464579601
2025-08-10 07:10:00,2025-08-10 07:10:00,117.20472440957539
2025-08-10 07:15:00,2025-08-10 07:15:00,117.12598425209501
2025-08-10 07:20:00,2025-08-10 07:20:00,117.0866141733548
2025-08-10 07:25:00,2025-08-10 07:25:00,117.0866141733548
2025-08-10 07:30:00,2025-08-10 07:30:00,117.0472440946146
2025-08-10 07:35:00,2025-08-10 07:35:00,117.0472440946146
2025-08-10 07:40:00,2025-08-10 07:40:00,116.92913385839401
2025-08-10 07:45:00,2025-08-10 07:45:00,116.8503937009136
2025-08-10 07:50:00,2025-08-10 07:50:00,116.6929133859528
2025-08-10 07:55:00,2025-08-10 07:55:00,116.732283464693
2025-08-10 08:00:00,2025-08-10 08:00:00,116.7716535434332
2025-08-10 08:05:00,2025-08-10 08:05:00,116.61417322847241
2025-08-10 08:10:00,2025-08-10 08:10:00,116.61417322847241
2025-08-10 08:15:00,2025-08-10 08:15:00,116.61417322847241
2025-08-10 08:20:00,2025-08-10 08:20:00,116.4566929135116
2025-08-10 08:25:00,2025-08-10 08:25:00,116.49606299225181
2025-08-10 08:30:00,2025-08-10 08:30:00,116.3779527560312
2025-08-10 08:35:00,2025-08-10 08:35:00,116.3779527560312
2025-08-10 08:40:00,2025-08-10 08:40:00,116.3779527560312
2025-08-10 08:45:00,2025-08-10 08:45:00,116.3779527560312
2025-08-10 08:50:00,2025-08-10 08:50:00,116.338582677291
2025-08-10 08:55:00,2025-08-10 08:55:00,116.2204724410704
2025-08-10 09:00:00,2025-08-10 09:00:00,116.18110236233021
2025-08-10 09:05:00,2025-08-10 09:05:00,116.2204724410704
2025-08-10 09:10:00,2025-08-10 09:10:00,116.2204724410704
2025-08-10 09:15:00,2025-08-10 09:15:00,116.2204724410704
2025-08-10 09:20:00,2025-08-10 09:20:00,116.14173228359
2025-08-10 09:25:00,2025-08-10 09:25:00,116.1023622048498
2025-08-10 09:30:00,2025-08-10 09:30:00,116.0629921261096
2025-08-10 09:35:00,2025-08-10 09:35:00,116.0629921261096
2025-08-10 09:40:00,2025-08-10 09:40:00,115.94488188988899
2025-08-10 09:45:00,2025-08-10 09:45:00,115.9055118111488
2025-08-10 09:50:00,2025-08-10 09:50:00,115.94488188988899
2025-08-10 09:55:00,2025-08-10 09:55:00,115.9055118111488
2025-08-10 10:00:00,2025-08-10 10:00:00,115.7874015749282
2025-08-10 10:05:00,2025-08-10 10:05:00,115.748031496188
2025-08-10 10:10:00,2025-08-10 10:10:00,115.7086614174478
2025-08-10 10:15:00,2025-08-10 10:15:00,115.8267716536684
2025-08-10 10:20:00,2025-08-10 10:20:00,115.66929133870761
2025-08-10 10:25:00,2025-08-10 10:25:00,115.66929133870761
2025-08-10 10:30:00,2025-08-10 10:30:00,115.62992125996739
2025-08-10 10:35:00,2025-08-10 10:35:00,115.7086614174478
2025-08-10 10:40:00,2025-08-10 10:40:00,115.748031496188
2025-08-10 10:45:00,2025-08-10 10:45:00,115.748031496188
2025-08-10 10:50:00,2025-08-10 10:50:00,115.8267716536684
2025-08-10 10:55:00,2025-08-10 10:55:00,115.86614173240861
2025-08-10 11:00:00,2025-08-10 11:00:00,115.98425196862921
2025-08-10 11:05:00,2025-08-10 11:05:00,116.0236220473694
2025-08-10 11:10:00,2025-08-10 11:10:00,116.0236220473694
2025-08-10 11:15:00,2025-08-10 11:15:00,116.14173228359
2025-08-10 11:20:00,2025-08-10 11:20:00,116.2204724410704
2025-08-10 11:25:00,2025-08-10 11:25:00,116.25984251981059
2025-08-10 11:30:00,2025-08-10 11:30:00,116.25984251981059
2025-08-10 11:35:00,2025-08-10 11:35:00,116.25984251981059
2025-08-10 11:40:00,2025-08-10 11:40:00,116.29921259855081
2025-08-10 11:45:00,2025-08-10 11:45:00,116.3779527560312
2025-08-10 11:50:00,2025-08-10 11:50:00,116.49606299225181
2025-08-10 11:55:00,2025-08-10 11:55:00,116.338582677291
2025-08-10 12:00:00,2025-08-10 12:00:00,116.4173228347714
2025-08-10 12:05:00,2025-08-10 12:05:00,116.3779527560312
2025-08-10 12:10:00,2025-08-10 12:10:00,116.338582677291
2025-08-10 12:15:00,2025-08-10 12:15:00,116.3779527560312
2025-08-10 12:20:00,2025-08-10 12:20:00,116.29921259855081
2025-08-10 12:25:00,2025-08-10 12:25:00,116.338582677291
2025-08-10 12:30:00,2025-08-10 12:30:00,116.3779527560312
2025-08-10 12:35:00,2025-08-10 12:35:00,116.3779527560312
2025-08-10 12:40:00,2025-08-10 12:40:00,116.4566929135116
2025-08-10 12:45:00,2025-08-10 12:45:00,116.3779527560312
2025-08-10 12:50:00,2025-08-10 12:50:00,116.4566929135116
2025-08-10 12:55:00,2025-08-10 12:55:00,116.3779527560312
2025-08-10 13:00:00,2025-08-10 13:00:00,116.49606299225181
2025-08-10 13:05:00,2025-08-10 13:05:00,116.57480314973219
2025-08-10 13:10:00,2025-08-10 13:10:00,116.57480314973219
2025-08-10 13:15:00,2025-08-10 13:15:00,116.57480314973219
2025-08-10 13:20:00,2025-08-10 13:20:00,116.61417322847241
2025-08-10 13:25:00,2025-08-10 13:25:00,116.732283464693
2025-08-10 13:30:00,2025-08-10 13:30:00,116.732283464693
2025-08-10 13:35:00,2025-08-10 13:35:00,116.7716535434332
2025-08-10 13:40:00,2025-08-10 13:40:00,116.8503937009136
2025-08-10 13:45:00,2025-08-10 13:45:00,116.7716535434332
2025-08-10 13:50:00,2025-08-10 13:50:00,116.81102362217341
2025-08-10 13:55:00,2025-08-10 13:55:00,116.7716535434332
2025-08-10 14:00:00,2025-08-10 14:00:00,116.6929133859528
2025-08-10 14:05:00,2025-08-10 14:05:00,116.6535433072126
2025-08-10 14:10:00,2025-08-10 14:10:00,116.6929133859528
2025-08-10 14:15:00,2025-08-10 14:15:00,116.61417322847241
2025-08-10 14:20:00,2025-08-10 14:20:00,116.57480314973219
2025-08-10 14:25:00,2025-08-10 14:25:00,116.57480314973219
2025-08-10 14:30:00,2025-08-10 14:30:00,116.732283464693
2025-08-10 14:35:00,2025-08-10 14:35:00,116.57480314973219
2025-08-10 14:40:00,2025-08-10 14:40:00,116.4566929135116
2025-08-10 14:45:00,2025-08-10 14:45:00,116.338582677291
2025-08-10 14:50:00,2025-08-10 14:50:00,116.4566929135116
2025-08-10 14:55:00,2025-08-10 14:55:00,116.535433070992
2025-08-10 15:00:00,2025-08-10 15:00:00,116.49606299225181
2025-08-10 15:05:00,2025-08-10 15:05:00,116.57480314973219
2025-08-10 15:10:00,2025-08-10 15:10:00,116.61417322847241
2025-08-10 15:15:00,2025-08-10 15:15:00,116.6535433072126
2025-08-10 15:20:00,2025-08-10 15:20:00,116.81102362217341
2025-08-10 15:25:00,2025-08-10 15:25:00,116.88976377965379
2025-08-10 15:30:00,2025-08-10 15:30:00,116.88976377965379
2025-08-10 15:35:00,2025-08-10 15:35:00,116.88976377965379
2025-08-10 15:40:00,2025-08-10 15:40:00,116.81102362217341
2025-08-10 15:45:00,2025-08-10 15:45:00,116.9685039371342
2025-08-10 15:50:00,2025-08-10 15:50:00,117.0078740158744
2025-08-10 15:55:00,2025-08-10 15:55:00,117.0078740158744
2025-08-10 16:00:00,2025-08-10 16:00:00,116.92913385839401
2025-08-10 16:05:00,2025-08-10 16:05:00,116.92913385839401
2025-08-10 16:10:00,2025-08-10 16:10:00,116.8503937009136
2025-08-10 16:15:00,2025-08-10 16:15:00,116.88976377965379
2025-08-10 16:20:00,2025-08-10 16:20:00,116.88976377965379
2025-08-10 16:25:00,2025-08-10 16:25:00,116.8503937009136
2025-08-10 16:30:00,2025-08-10 16:30:00,116.88976377965379
2025-08-10 16:35:00,2025-08-10 16:35:00,116.92913385839401
2025-08-10 16:40:00,2025-08-10 16:40:00,116.88976377965379
2025-08-10 16:45:00,2025-08-10 16:45:00,116.9685039371342
2025-08-10 16:50:00,2025-08-10 16:50:00,116.88976377965379
2025-08-10 16:55:00,2025-08-10 16:55:00,116.9685039371342
2025-08-10 17:00:00,2025-08-10 17:00:00,116.8503937009136
2025-08-10 17:05:00,2025-08-10 17:05:00,116.81102362217341
2025-08-10 17:10:00,2025-08-10 17:10:00,116.81102362217341
2025-08-10 17:15:00,2025-08-10 17:15:00,116.88976377965379
2025-08-10 17:20:00,2025-08-10 17:20:00,116.88976377965379
2025-08-10 17:25:00,2025-08-10 17:25:00,116.88976377965379
2025-08-10 17:30:00,2025-08-10 17:30:00,116.732283464693
2025-08-10 17:35:00,2025-08-10 17:35:00,116.6929133859528
2025-08-10 17:40:00,2025-08-10 17:40:00,116.7716535434332
2025-08-10 17:45:00,2025-08-10 17:45:00,116.6929133859528
2025-08-10 17:50:00,2025-08-10 17:50:00,116.6929133859528
2025-08-10 17:55:00,2025-08-10 17:55:00,116.535433070992
2025-08-10 18:00:00,2025-08-10 18:00:00,116.535433070992
